Date,Adams,Allegheny,Armstrong,Beaver,Bedford,Berks,Blair,Bradford,Bucks,Butler,Cambria,Cameron,Carbon,Centre,Chester,Clarion,Clearfield,Clinton,Columbia,Crawford,Cumberland,Dauphin,Delaware,Elk,Erie,Fayette,Forest,Franklin,Fulton,Greene,Huntingdon,Indiana,Jefferson,Juniata,Lackawanna,Lancaster,Lawrence,Lebanon,Lehigh,Luzerne,Lycoming,McKean,Mercer,Mifflin,Monroe,Montgomery,Montour,Northampton,Northumberland,Perry,Philadelphia,Pike,Potter,Schuylkill,Snyder,Somerset,Sullivan,Susquehanna,Tioga,Union,Venango,Warren,Washington,Wayne,Westmoreland,Wyoming,York,Total
2020-04-10,43,788,22,139,3,720,9,16,1022,123,11,1,93,61,489,10,8,6,81,13,96,199,1402,2,36,49,5,57,1,21,8,26,1,30,346,648,45,218,1562,1325,18,1,36,11,752,1695,29,994,29,16,5521,190,3,164,12,10,1,22,11,12,5,1,66,53,202,6,283,19878
2020-04-11,44,836,26,143,5,930,10,18,1170,128,13,1,98,69,541,15,9,7,99,15,105,213,1540,2,39,50,5,59,1,23,10,40,1,38,392,698,46,232,1620,1372,20,2,38,10,774,2053,29,1039,31,16,6022,208,4,179,16,10,1,23,12,14,6,1,66,57,218,8,293,21813
2020-04-12,48,857,27,145,5,1035,10,18,1229,133,13,1,102,70,576,15,9,8,106,15,110,229,1633,2,39,54,5,64,1,23,10,40,2,38,427,772,49,270,1684,1411,23,2,40,12,795,2164,29,1082,37,16,6352,212,4,188,20,12,1,25,13,19,6,1,68,63,223,9,307,23008
2020-04-13,56,876,28,153,5,1150,11,19,1273,143,14,1,102,70,606,16,9,8,113,16,122,240,1750,2,39,57,5,66,1,23,11,43,2,39,459,828,51,284,1747,1466,28,3,43,17,816,2023,39,1130,40,17,6810,221,4,192,23,13,1,31,14,21,6,1,69,67,228,12,331,24104
2020-04-14,63,893,28,156,5,1247,11,19,1222,143,14,1,103,70,621,16,9,8,125,16,124,249,1806,2,41,58,5,69,2,23,11,43,2,43,501,865,51,328,1803,1523,29,4,44,16,847,2354,44,1176,48,17,7121,256,4,200,24,13,1,32,13,23,6,1,70,70,231,11,371,25345
2020-04-15,64,904,29,158,9,1335,12,19,1300,150,14,1,112,72,658,16,9,8,131,16,131,271,1882,2,42,58,5,78,2,23,12,43,2,47,527,914,55,349,1922,1567,30,4,47,15,872,2475,44,1251,56,17,7347,268,4,212,24,14,1,40,13,23,6,1,71,75,237,13,381,26490
2020-04-16,67,925,32,168,11,1419,13,19,1407,154,14,1,113,73,699,17,9,8,146,16,137,287,1999,2,46,60,7,80,2,24,12,44,2,56,559,970,55,380,1999,1611,30,4,50,15,898,2544,48,1296,60,17,7684,276,4,236,24,14,1,49,13,25,6,1,73,77,240,14,393,27735
2020-04-17,70,947,32,178,13,1537,14,20,1524,157,14,1,118,73,739,18,9,10,166,16,154,311,2226,2,48,66,7,89,2,24,12,45,2,63,592,1030,59,424,2092,1668,32,4,56,17,929,2684,48,1335,60,18,8138,290,4,244,25,15,1,58,14,26,6,1,75,81,249,16,443,29441
2020-04-18,74,1009,36,278,14,1748,13,24,1619,160,17,1,136,73,796,18,9,11,184,16,176,343,2317,2,58,66,7,106,2,24,12,47,2,66,620,1113,60,458,2141,1712,36,4,57,19,943,2781,49,1396,67,20,8502,295,4,254,27,17,1,59,14,27,6,1,79,84,280,16,463,31069
2020-04-19,80,1035,38,288,15,1898,13,25,1722,161,19,1,140,73,839,18,11,11,202,16,182,368,2405,2,58,66,7,111,2,24,13,51,2,70,636,1188,59,484,2203,1741,37,4,59,20,963,2913,48,1441,67,20,8764,301,4,261,27,18,1,63,14,27,6,1,82,84,284,17,481,32284
2020-04-20,85,1042,38,298,15,1945,14,25,1812,161,19,1,144,73,883,18,11,11,208,16,186,386,2484,2,60,67,7,115,2,25,13,53,3,72,646,1236,59,502,2245,1767,40,4,59,20,970,3040,48,1469,73,20,9038,304,4,267,28,19,1,66,14,28,6,1,83,85,286,17,493,33232
2020-04-21,91,1059,38,303,16,1988,14,31,1917,162,20,1,150,77,919,18,11,11,225,17,194,400,2654,2,60,69,7,143,2,25,13,55,3,72,666,1295,60,525,2295,1800,42,5,59,21,995,3154,47,1544,77,20,9391,314,4,277,30,19,1,71,15,29,6,2,86,86,291,17,517,34528
2020-04-22,92,1088,39,317,16,2069,14,29,2004,164,21,1,154,76,950,19,11,13,239,17,207,422,2757,2,62,70,7,152,2,25,15,56,3,73,682,1326,61,535,2374,1848,43,5,59,22,1015,3294,47,1591,77,23,9696,317,4,283,31,19,1,71,15,30,6,2,87,86,300,17,531,35684
2020-04-23,95,1149,43,319,20,2212,15,28,2131,164,20,1,155,76,989,20,11,14,245,19,229,445,2902,2,68,71,7,151,2,25,20,59,4,77,707,1359,61,544,2418,1880,44,5,60,24,1024,3395,47,1656,82,23,10090,327,4,290,31,20,1,72,14,30,7,1,92,87,307,17,546,37053
2020-04-24,110,1177,43,337,21,2339,19,28,2283,168,20,1,160,77,1064,22,11,17,252,19,240,468,3055,2,72,75,7,164,2,25,20,62,4,77,735,1451,61,575,2478,1921,48,5,64,26,1037,3525,47,1716,84,25,10507,338,4,300,31,22,1,76,14,31,7,1,96,88,317,17,563,38652
2020-04-25,113,1198,46,359,21,2406,21,28,2421,168,21,1,162,81,1134,22,11,18,257,19,250,492,3161,2,79,79,7,181,3,25,22,63,4,77,772,1501,61,592,2551,1962,53,5,64,26,1054,3627,47,1780,87,26,10893,347,4,311,32,25,1,77,14,31,7,1,99,92,360,17,578,40049
2020-04-26,117,1211,46,366,21,2491,21,28,2504,170,21,1,163,81,1177,22,11,21,269,19,267,519,3281,3,77,79,7,205,3,25,22,63,4,78,793,1577,61,612,2601,2008,55,5,65,27,1065,3733,47,1813,90,26,11152,349,4,321,33,25,1,79,14,31,7,1,101,92,374,17,593,41165
2020-04-27,122,1224,47,387,21,2526,21,28,2585,170,21,1,164,87,1214,22,11,25,277,19,282,529,3361,3,81,79,7,227,3,25,24,63,4,79,833,1633,63,621,2636,2035,57,5,65,30,1083,3817,48,1834,90,26,11361,352,4,324,33,25,1,81,14,31,7,1,107,93,377,18,606,42050
2020-04-28,124,1235,50,388,22,2605,21,28,2643,174,22,1,169,93,1256,23,11,29,279,19,296,553,3463,3,86,79,7,237,3,26,26,62,4,81,854,1678,63,635,2685,2078,58,5,66,34,1097,4043,47,1970,92,27,11604,362,4,330,33,26,1,82,14,33,7,1,109,93,383,18,614,43264
2020-04-29,130,1273,50,392,24,2637,23,29,2733,175,25,1,170,95,1304,23,14,30,283,19,324,558,3619,3,87,80,7,264,5,26,29,63,4,82,873,1703,64,648,2719,2111,61,6,65,36,1111,4177,47,2008,92,30,11885,369,4,343,33,26,1,81,14,33,7,1,113,95,386,19,624,44366
2020-04-30,137,1289,51,405,24,2698,23,31,2870,178,28,1,175,96,1375,23,16,31,283,19,343,584,3696,3,87,80,7,284,5,26,38,63,4,83,913,1765,65,676,2796,2143,68,6,65,38,1127,4307,47,2050,93,30,12297,378,4,368,33,26,1,84,16,36,7,1,115,100,391,20,641,45763
2020-05-01,140,1319,52,426,24,2748,23,33,3055,180,31,1,181,96,1432,23,16,32,289,19,349,601,3848,3,87,81,7,313,5,26,40,63,4,84,934,1820,65,694,2850,2173,71,6,65,37,1147,4406,48,2103,95,32,12544,383,4,375,33,26,1,84,16,37,7,1,116,102,393,21,651,46971
2020-05-02,141,1333,52,435,24,2810,23,35,3182,180,32,1,182,96,1469,23,16,34,290,19,365,617,3999,4,90,82,7,325,6,27,48,63,6,84,968,1904,65,710,2896,2211,81,6,66,38,1165,4487,49,2182,98,33,12948,394,4,384,33,29,1,84,16,38,7,1,118,104,396,25,664,48305
2020-05-03,145,1345,52,435,24,2886,24,35,3286,180,33,1,183,102,1502,23,21,32,291,19,373,634,4113,4,91,83,7,351,6,27,56,69,6,86,999,1936,65,735,2924,2240,85,6,66,39,1172,4552,50,2214,99,34,13179,405,4,395,33,29,1,85,16,38,7,1,119,109,401,25,679,49267
2020-05-04,148,1365,52,458,24,2948,25,35,3356,180,34,1,185,105,1560,23,21,33,296,19,375,652,4198,4,91,83,7,377,6,27,57,70,6,86,1017,1991,65,756,2963,2255,86,6,66,39,1173,4645,50,2240,100,34,13316,408,4,398,33,30,1,86,16,38,7,1,120,109,403,27,702,50092
2020-05-05,148,1375,53,466,26,3004,25,35,3445,184,34,2,185,106,1601,23,21,33,298,19,382,695,4269,4,93,84,7,396,7,27,59,74,6,86,1038,2018,67,766,2999,2280,86,6,67,42,1186,4687,50,2279,107,34,13563,412,4,405,33,30,1,86,16,38,7,1,120,109,405,27,716,50957
2020-05-06,148,1394,55,471,27,3048,25,36,3508,185,35,2,186,113,1636,23,21,34,302,20,386,711,4373,4,95,84,7,406,7,27,60,75,7,86,1076,2041,68,774,3063,2306,90,6,69,45,1190,4827,50,2313,111,34,13742,415,4,419,33,32,1,87,16,39,7,1,121,110,409,27,722,51845
2020-05-07,151,1439,55,472,27,3095,28,36,3613,190,37,2,189,116,1673,23,22,35,306,20,403,735,4497,5,101,84,7,425,7,27,109,75,7,92,1093,2070,69,785,3102,2332,99,6,70,48,1194,4915,50,2355,112,34,14006,419,4,422,33,32,1,86,16,40,7,1,120,113,411,27,740,52915
2020-05-08,154,1455,55,479,28,3190,28,37,3750,192,40,2,192,117,1728,23,24,37,307,20,414,764,4680,5,113,84,7,452,7,27,117,75,7,93,1114,2122,69,797,3140,2347,109,6,70,50,1198,5037,50,2390,118,34,14384,422,4,430,33,32,1,86,16,40,7,1,121,113,413,28,753,54238
2020-05-09,156,1486,55,482,29,3257,28,38,3852,194,42,2,195,117,1774,23,24,41,323,20,425,797,4836,5,120,85,7,478,8,27,119,76,7,93,1134,2185,69,805,3169,2356,127,6,73,50,1206,5116,49,2429,119,34,14637,427,4,437,33,32,1,81,16,40,7,1,124,116,415,30,767,55316
2020-05-10,159,1503,55,491,29,3371,28,38,3966,195,44,2,198,119,1865,23,25,41,324,20,434,823,4976,5,124,85,7,493,8,27,181,76,7,93,1172,2223,70,811,3241,2416,131,6,73,52,1218,5260,49,2453,124,35,14883,432,4,451,33,32,1,81,16,40,7,1,124,117,417,30,773,56611
2020-05-11,167,1511,55,491,29,3417,29,38,4028,195,44,2,198,119,1884,23,25,41,328,21,451,830,5046,5,123,85,7,513,8,27,187,76,7,93,1187,2256,70,815,3259,2426,132,6,75,52,1224,5292,49,2465,125,35,15008,433,4,453,33,32,1,81,16,41,7,1,124,117,418,30,784,57154
2020-05-12,167,1526,55,493,29,3453,30,37,4116,198,44,2,198,122,1929,23,30,41,330,21,461,851,5084,5,124,85,7,522,8,27,190,76,7,94,1211,2295,71,825,3286,2449,132,8,77,52,1229,5442,49,2499,126,35,15218,441,4,459,33,32,1,81,16,41,7,1,126,117,419,31,793,57991
2020-05-13,169,1545,56,509,29,3485,31,39,4166,197,45,2,205,126,1955,24,31,41,330,21,463,871,5157,6,125,85,7,545,8,27,197,78,7,94,1232,2325,71,849,3318,2467,139,8,78,53,1228,5513,50,2518,128,35,15376,451,4,478,33,32,1,81,16,42,7,2,127,107,419,31,803,58698
2020-05-14,174,1551,56,512,30,3530,32,41,4248,199,45,2,206,128,2008,24,33,43,333,21,477,895,5252,6,127,87,7,563,11,27,200,82,7,94,1256,2364,71,856,3378,2477,139,8,81,54,1240,5583,50,2566,132,36,15624,454,4,490,33,32,1,82,16,43,7,2,129,107,422,31,817,59636
2020-05-15,183,1582,57,516,30,3593,32,41,4325,202,49,2,206,129,2060,24,33,43,334,21,492,912,5409,6,129,87,7,580,11,27,204,84,7,94,1273,2428,72,863,3396,2491,141,10,83,57,1242,5697,50,2600,136,36,15835,458,4,506,33,32,2,82,16,44,7,2,129,107,423,28,828,60622
2020-05-16,185,1595,58,518,32,3643,34,41,4391,202,53,2,210,129,2100,24,33,43,336,21,515,938,5555,6,134,88,7,601,11,27,208,84,7,94,1327,2470,72,873,3440,2513,146,10,91,57,1248,5797,50,2659,139,40,16032,460,4,512,33,32,2,83,16,46,7,2,130,108,423,29,835,61611
2020-05-17,189,1603,58,517,32,3677,38,41,4439,203,54,2,214,131,2118,24,33,44,336,21,522,963,5619,6,137,89,7,621,11,27,214,84,7,94,1344,2508,72,874,3470,2526,147,11,91,57,1254,5872,50,2703,141,40,16140,460,4,525,33,33,2,83,16,47,8,2,131,108,427,29,851,62234
2020-05-18,194,1641,58,533,32,3719,38,41,4516,203,54,2,214,133,2153,24,33,44,337,21,525,978,5689,6,145,91,7,631,11,27,214,84,7,94,1363,2552,72,877,3491,2532,149,11,94,57,1259,6012,50,2727,143,41,16340,461,4,529,33,36,2,85,16,51,8,2,133,108,432,30,857,63056
2020-05-19,194,1658,58,534,32,3735,38,41,4573,206,54,2,214,132,2199,24,33,45,337,21,540,989,5754,6,147,92,7,644,12,27,214,86,7,94,1374,2593,73,880,3513,2554,149,11,96,57,1267,6063,50,2758,145,41,16487,469,4,534,33,36,2,85,16,50,8,2,130,110,431,30,866,63666
2020-05-20,197,1687,58,539,32,3763,39,41,4662,208,54,2,219,133,2217,25,33,45,340,21,545,1012,5844,6,163,93,7,662,13,27,215,86,7,94,1400,2599,73,885,3550,2572,152,11,96,57,1278,6154,50,2779,150,42,16645,470,4,541,33,37,2,87,16,56,8,2,130,110,432,30,872,64412
2020-05-21,204,1718,58,539,36,3784,44,43,4726,209,55,2,221,136,2267,25,33,48,342,21,565,1034,5969,6,177,93,7,677,14,27,221,88,7,94,1432,2690,73,887,3586,2594,152,11,97,57,1291,6268,51,2814,150,43,16840,473,4,548,33,37,2,90,16,61,8,3,130,112,434,32,883,65392
2020-05-22,214,1739,58,550,36,3838,46,43,4764,209,55,2,224,138,2320,25,33,48,342,21,572,1049,6060,6,190,93,7,697,14,27,223,89,7,94,1451,2736,73,892,3613,2620,155,11,102,57,1295,6366,50,2842,155,43,17057,475,4,560,35,37,2,93,16,61,8,3,134,115,436,33,895,66258
2020-05-23,222,1753,58,552,37,3845,46,44,4839,216,56,2,227,143,2364,28,34,49,342,21,584,1061,6114,6,210,94,7,711,14,27,227,89,7,94,1476,2790,74,900,3628,2631,158,11,103,57,1302,6464,50,2866,164,45,17208,476,4,576,38,37,2,95,16,52,8,3,135,117,437,33,904,66983
2020-05-24,226,1777,58,554,37,3885,46,44,4867,219,57,2,229,146,2390,29,34,50,344,22,592,1099,6179,6,209,94,7,734,14,27,228,89,7,95,1491,2854,74,909,3651,2645,158,11,104,58,1304,6525,50,2911,170,47,17384,477,4,585,38,37,2,96,16,53,8,3,138,117,440,33,924,67713
2020-05-25,227,1805,58,568,37,3903,48,44,4894,220,57,2,231,147,2428,29,34,51,343,22,598,1123,6210,6,217,94,7,740,14,27,228,89,7,95,1494,2896,74,912,3667,2651,160,12,105,58,1305,6576,50,2920,174,47,17495,477,4,592,38,37,2,96,16,54,8,3,138,118,441,33,930,68186
2020-05-26,233,1816,59,570,37,3919,48,45,4916,220,57,2,231,148,2454,29,37,54,343,22,602,1137,6243,6,223,95,7,746,15,27,228,89,7,95,1503,2985,74,922,3676,2662,161,12,105,58,1305,6598,50,2933,177,48,17597,476,4,600,38,37,2,97,16,56,8,3,138,118,442,33,943,68637
2020-05-27,236,1828,61,570,38,3952,48,46,4930,222,57,2,232,149,2504,25,37,54,346,23,611,1174,6289,6,235,95,7,756,15,27,228,90,7,95,1511,3031,74,936,3699,2677,161,12,106,58,1310,6738,50,2958,182,53,17839,476,4,601,39,37,2,98,16,56,8,3,138,118,442,33,956,69417
2020-05-28,240,1851,62,579,38,3973,49,46,4966,226,57,2,232,150,2555,25,37,55,346,23,618,1212,6337,6,242,95,7,759,15,27,228,90,7,95,1516,3056,74,944,3719,2689,162,12,106,58,1311,6811,50,3022,186,54,17972,476,4,606,39,37,2,99,16,56,8,3,139,118,443,34,970,70042
2020-05-29,241,1870,62,582,39,3988,49,46,5012,227,57,2,234,151,2607,26,38,55,346,30,621,1231,6379,6,253,95,7,762,15,27,228,90,7,95,1528,3105,76,950,3738,2711,162,12,107,58,1315,6906,50,3045,186,56,18156,476,4,616,39,37,3,109,17,57,8,3,139,119,444,34,991,70735
2020-05-30,245,1897,62,589,39,4002,50,46,5050,229,57,2,235,152,2669,27,39,56,346,29,626,1258,6420,6,274,95,7,767,15,27,230,91,9,95,1543,3131,79,958,3747,2722,164,12,107,59,1318,7006,50,3062,190,57,18347,476,4,623,42,38,3,109,17,59,9,3,139,119,447,34,1000,71415
2020-05-31,251,1911,62,590,39,4061,50,46,5082,230,57,2,235,153,2729,27,39,56,348,29,629,1277,6461,6,279,95,7,774,15,27,230,91,9,95,1547,3161,80,969,3765,2736,164,12,107,59,1319,7061,52,3083,192,59,18426,476,4,631,45,38,3,109,17,59,9,3,139,119,449,34,1007,71926
2020-06-01,250,1919,62,590,40,4074,50,46,5100,230,58,2,237,154,2784,27,40,57,348,29,635,1303,6481,6,295,95,7,777,15,27,231,91,9,95,1551,3189,80,972,3770,2739,164,12,107,59,1320,7093,53,3082,194,61,18517,477,4,631,45,38,3,110,17,62,9,3,140,120,449,34,1013,72282
